fold,unique_id,train_end_before_target,max_lag_available_in_train,target_rows,train_rows
1,subnet_419__mMTC,True,True,36,2016
1,subnet_438__URLLC,True,True,36,2016
1,subnet_438__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_438__eMBB,True,True,36,2016
1,subnet_438__mMTC,True,True,36,2016
1,subnet_449__URLLC,True,True,36,2016
1,subnet_449__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_449__mMTC,True,True,36,2016
1,subnet_454__URLLC,True,True,36,2016
1,subnet_454__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_454__eMBB,True,True,36,2016
1,subnet_454__mMTC,True,True,36,2016
1,subnet_477__URLLC,True,True,36,2016
1,subnet_477__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_477__eMBB,True,True,36,2016
1,subnet_477__mMTC,True,True,36,2016
1,subnet_4__URLLC,True,True,36,2016
1,subnet_4__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_4__mMTC,True,True,36,2016
1,subnet_522__URLLC,True,True,36,2016
1,subnet_522__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_522__eMBB,True,True,36,2016
1,subnet_522__mMTC,True,True,36,2016
1,subnet_65__URLLC,True,True,36,2016
1,subnet_65__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_65__eMBB,True,True,36,2016
1,subnet_65__mMTC,True,True,36,2016
1,subnet_66__URLLC,True,True,36,2016
1,subnet_66__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_66__eMBB,True,True,36,2016
1,subnet_66__mMTC,True,True,36,2016
1,subnet_67__URLLC,True,True,36,2016
1,subnet_67__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_67__eMBB,True,True,36,2016
1,subnet_67__mMTC,True,True,36,2016
1,subnet_6__URLLC,True,True,36,2016
1,subnet_6__URLLC_eMBB_MIX,True,True,36,2016
